user_id,target,name,sex,dob,location,location_population,location_from,location_from_population,occupation,hobbies,daily_commute,friends_number,relationship_status,education,credit_card_type
570,0,Eustachy,male,1962-09-19,Łódź,690422,Łask,17484,Drivers and mobile plant operators,Archery,49,134,Divorced,4,Mastercard
571,0,Brygida,female,1992-01-24,Wrocław,638586,Wrocław,638586,"Labourers in mining, construction, manufacturing and transport","Gym,Mountain biking,Cycling,Netball",83,116,Married with kids,4,
572,0,Igor,male,1991-11-03,Wrocław,638586,Olsztyn,173070,"Labourers in mining, construction, manufacturing and transport","Power bike,Poi",84,125,Married with kids,6,Mastercard
573,1,Ernestyna,female,2001-03-21,Warszawa,1764615,Łódź,690422,Information and communications technicians,"Fitness,Weightlifting,Power bike,Drama",11,140,Single,5,Revolut
574,1,Gerarda,female,1987-03-14,Sosnowiec,204013,Rzeszów,189662,Customer services clerks,"Bodybuilding,Listening to music",74,178,In relationship,3,Revolut
575,0,Fabian,male,1998-05-14,Zgierz,56690,Mielec,60628,"Metal, machinery and related trades workers","Bodybuilding,Gym,Archery",,39,Married,,Mastercard
576,0,Adela,female,1974-12-01,Poznań,538633,Warszawa,1764615,"Hospitality, retail and other services managers",Badminton,86,269,Single,3,Visa
577,0,Arkadiusz,,1962-01-09,Kamienna Góra,19348,Siemianowice Śląskie,67523,Customer services clerks,"Squash,Kettleballs,Dowsing,Sculling,Whittling",86,200,In relationship,5,Visa
578,0,Antonina,female,1978-03-16,Tczew,60257,Trzemeszno,7752,Refuse workers and other elementary workers,"Electronics,Skydiving",1,295,,,Visa
579,0,Genowefa,female,2000-09-15,Leszno,64197,Leszno,64197,Cleaners and helpers,"Fitness,Weightlifting,Gunsmithing,Coffee roasting,Skateboarding",50,193,Married with kids,5,Visa
580,1,Benedykt,male,1999-08-13,Częstochowa,224376,Wrocław,638586,Customer services clerks,"Crossfit,Bodybuilding,Baseball,scrapbook",34,271,Single,4,Mastercard
581,0,Dorian,male,,Maków Podhalański,5919,Maków Podhalański,5919,Stationary plant and machine operators,,70,89,Married with kids,4,Visa
582,0,Gracjan,male,1993-04-15,Zielonka,17539,Zielonka,17539,"Subsistence farmers, fishers, hunters and gatherers","Gym,Metalworking",72,0,Married with kids,,Visa
583,0,Apollo,,1990-03-28,Kraków,767348,Bełchatów,57964,Refuse workers and other elementary workers,"Letterboxing,Reading",,124,Married,4,Mastercard
584,1,Gabriel,,,Inowrocław,73577,Inowrocław,73577,Stationary plant and machine operators,"Squash,Kettleballs,Weightlifting,Knitting,BASE jumping",10,182,Single,3,Visa
585,0,Eugenia,female,1988-02-01,Chełm,63333,Chełm,63333,"Legal, social, cultural and related associate professionals","Acting,Fashion",76,123,Single,3,Revolut
586,1,Gracjan,male,1991-01-11,Wrocław,638586,Wrocław,638586,"Market-oriented skilled forestry, fishery and hunting workers","Watching movies,Drama",60,191,,5,Visa
587,0,Halina,female,2000-08-03,Łódź,690422,Gdynia,246306,Drivers and mobile plant operators,Sand art,86,300,Married,2,
588,0,Apolonia,female,,Rzeszów,189662,Rzeszów,189662,General and keyboard clerks,"Water sports,Juggling",50,211,,5,
589,0,Donata,,1970-07-18,Ruda Śląska,138578,Wisła,11106,Customer services clerks,"Coloring,Coffee roasting,Candle making",21,129,Married with kids,1,
590,0,Dymitr,male,1982-02-26,Piekary Śląskie,55652,Gdynia,246306,Business and administration professionals,Jigsaw puzzles,,47,Married,4,Mastercard
591,0,Brunon,male,2000-08-21,Iława,33132,Kraków,767348,General and keyboard clerks,"Kettleballs,Geocaching,Tai chi",26,312,Married,3,Mastercard
592,0,Izolda,female,1986-12-22,Świebodzin,21954,Świebodzin,21954,"Agricultural, forestry and fishery labourers","Roller skating,Stone skipping,Scrapbooking",60,187,Married with kids,5,Visa
593,0,Felicyta,,,Myślenice,18415,Myślenice,18415,Health associate professionals,"Rowing,Bird watching,Sculpting",3,148,Married with kids,6,Mastercard
594,1,Feliks,male,1979-07-02,Gdynia,246306,Gdynia,246306,"Building and related trades workers, excluding electricians","Bodybuilding,Badminton,BASE jumping",,172,Married,5,Visa
595,0,Agata,female,1986-06-30,Czechowice-Dziedzice,35795,Czechowice-Dziedzice,35795,Science and engineering associate professionals,Coloring,18,218,Married with kids,,Visa
596,0,Bernard,male,1967-04-22,Białystok,297288,Kraków,767348,"Market-oriented skilled forestry, fishery and hunting workers",Reading,53,247,In relationship,1,Visa
597,0,Gustawa,female,1949-11-09,Łęczna,19167,Łęczna,19167,Science and engineering associate professionals,"Squash,Rowing",88,139,In relationship,3,Mastercard
598,0,Dianna,female,1962-08-24,Grodzisk Mazowiecki,30955,Grodzisk Mazowiecki,30955,"Agricultural, forestry and fishery labourers","Running,Urban exploration,Coffee roasting",62,246,,5,
599,0,Arnolf,male,,Warszawa,1764615,Warszawa,1764615,Production and specialised services managers,Computer programming,63,34,Married,4,Mastercard
600,1,Bronisław,male,1988-09-05,Kalisz,101625,Kalisz,101625,Business and administration professionals,"Fitness,Scuba diving,Sketching",48,179,Married,3,Visa
601,0,Dorota,female,1964-07-12,Bytom,168394,Bytom,168394,"Food processing, wood working, garment and other craft and related trades workers","Power bike,Cardio",88,264,In relationship,3,
602,0,Ariadna,female,1978-12-04,Wrocław,638586,Wrocław,638586,Science and engineering associate professionals,Driving,34,283,Single,2,Visa
603,0,Antoni,male,1969-05-17,Warszawa,1764615,Warszawa,1764615,Street and related sales and service workers,"Stretching,Bodybuilding,Knapping,Cycling",10,208,Single,3,Visa
604,0,Eliasz,male,1995-10-17,Kraków,767348,Lublin,339850,Personal service workers,"Weightlifting,Creative writing,Yo-yoing",59,85,In relationship,3,Mastercard
605,0,Bogusława,female,,Warszawa,1764615,Warszawa,1764615,Electrical and electronic trades workers,"Kayaking,Stand-up comedy",63,232,Married with kids,5,Visa
606,0,Aurelian,male,1965-03-11,Bełchatów,57964,Gniezno,68943,Science and engineering associate professionals,,40,152,Single,5,
607,1,Antoni,male,1993-01-03,Gdańsk,464254,Kraków,767348,Personal care workers,"Crossfit,Cardio,Cooking,Running,Homebrewing",21,173,In relationship,5,Visa
608,0,Izabela,female,1984-04-19,Kraków,767348,Kraków,767348,Science and engineering professionals,,84,345,In relationship,5,Visa
609,0,Gertruda,female,1961-07-28,Jelenia Góra,80072,Jelenia Góra,80072,Electrical and electronic trades workers,Homebrewing,59,150,Married with kids,5,
610,0,Gustaw,,1962-04-03,Sosnowiec,204013,Kraków,767348,Other clerical support workers,"Lapidary,Juggling,Foreign language learning",39,178,,5,Revolut
611,0,Herbert,male,1997-09-30,Jasło,35445,Warszawa,1764615,Commissioned armed forces officers,"Kettleballs,Geocaching,Letterboxing",,312,Married with kids,3,Visa
612,1,Antoni,male,,Kraków,767348,Bytom,168394,Health associate professionals,LARPing,76,188,In relationship,4,Visa
613,0,Bernadeta,female,,Łomża,63092,Łęczyca,14252,Drivers and mobile plant operators,"Fitness,Gym,Snowboarding,Kabaddi,Lapidary",,118,Married,3,Visa
614,0,Grażyna,female,1973-11-18,Kielce,196804,Kielce,196804,Numerical and material recording clerks,"Kettleballs,Squash,Stand-up comedy,Painting",6,192,Married with kids,3,Visa
615,0,Godfryd,male,1967-09-18,Kielce,196804,Kowary,11090,Food preparation assistants,"Kettleballs,Cardio,Lacemaking,Cycling,Stand-up comedy",99,124,Married with kids,4,Mastercard
616,0,Erwina,female,,Kraków,767348,Nowogrodziec,4244,Numerical and material recording clerks,,79,309,Married with kids,4,Mastercard
617,0,Dominik,male,1966-10-11,Rzeszów,189662,Warszawa,1764615,"Subsistence farmers, fishers, hunters and gatherers","Badminton,Bodybuilding,Cycling,Hiking",75,82,,6,Mastercard
618,1,Feliks,male,,Słupsk,91465,Tomaszów Mazowiecki,63238,Health professionals,"Bodybuilding,Driving",33,191,Single,,Mastercard
619,0,Edmund,male,1996-07-08,Warszawa,1764615,Warszawa,1764615,Teaching professionals,Fitness,80,48,Married with kids,4,Mastercard
620,1,Apollo,male,1981-08-15,Kraków,767348,Oleśnica,37300,"Armed forces occupations, other ranks","BASE jumping,Sculpting,Model building",13,151,Single,,Visa
621,0,Bogusław,male,1996-12-27,Wrocław,638586,Wrocław,638586,Handicraft and printing workers,,79,59,Married with kids,5,Mastercard
622,0,Gracja,female,1976-04-24,Zabrze,174349,Iłża,4832,Handicraft and printing workers,"Gym,Dowsing",,296,Single,5,Visa
623,0,Helena,female,1990-01-19,Bielsko-Biała,171505,Toruń,202562,Administrative and commercial managers,,39,0,Married with kids,5,
624,0,Aga,female,1984-07-26,Marki,32686,Piekary Śląskie,55652,Other clerical support workers,Astronomy,84,277,In relationship,5,Mastercard
625,0,Adela,female,1954-04-30,Garwolin,17381,Garwolin,17381,Customer services clerks,Cosplaying,47,262,In relationship,4,
626,0,Franciszka,female,1977-09-17,Ozorków,19685,Kołobrzeg,46568,Customer services clerks,Rappelling,85,53,Single,5,Mastercard
627,0,Bernadeta,,1991-11-06,Pruszków,61237,Pruszków,61237,Administrative and commercial managers,Skydiving,6,236,Single,,Mastercard
628,0,Irwin,male,1974-05-22,Starachowice,49513,Koszalin,107670,Health associate professionals,"Rowing,Cardio,Embroidery",3,20,Married,5,Mastercard
629,0,Arkady,male,1995-12-01,Mielec,60628,Poznań,538633,Assemblers,,14,387,Single,4,Mastercard
630,0,Edward,male,1983-10-09,Gniezno,68943,Proszowice,6088,Business and administration associate professionals,Letterboxing,84,324,Married with kids,3,Visa
631,0,Apoloniusz,male,1959-05-24,Bytom,168394,Lublin,339850,Information and communications technology professionals,"Kettleballs,Archery,Rafting",98,85,Married with kids,2,Mastercard
632,0,Gerwazy,male,1970-11-10,Gdynia,246306,Sochaczew,36790,Street and related sales and service workers,"Bodybuilding,Weightlifting",57,230,In relationship,3,Visa
633,0,Honorata,female,1961-11-07,Częstochowa,224376,Dąbie,2017,Stationary plant and machine operators,,22,252,In relationship,4,Mastercard
634,0,Ignacy,male,1972-06-14,Świebodzice,22840,Świebodzice,22840,Health associate professionals,"Rowing,Beekeeping",37,62,In relationship,2,
635,0,Cecyl,male,1963-11-03,Chorzów,109021,Katowice,296262,Food preparation assistants,"Flying,Mountaineering",21,293,Married,,
636,0,Hipolit,male,1973-04-03,Łosice,7096,Gdańsk,464254,Customer services clerks,"Kettleballs,Jewelry making,Gardening,Skydiving",61,137,In relationship,4,Visa
637,0,Franciszka,female,1976-10-12,Ruciane-Nida,4579,Chorzów,109021,Personal care workers,Crossfit,,174,In relationship,4,Visa
638,0,Bartłomiej,male,1983-08-31,Przasnysz,17223,Przasnysz,17223,Health professionals,"Wood carving,Flying,Flag Football",23,268,Married,4,Visa
639,1,Bernadeta,female,1976-09-16,Lwówek Śląski,8895,Lublin,339850,Science and engineering associate professionals,"Stretching,Shopping",47,209,Single,6,Visa
640,0,Dymitr,,1954-11-28,Zielonka,17539,Zielonka,17539,Street and related sales and service workers,"Urban exploration,Puzzles",39,121,Married with kids,3,Mastercard
641,0,Honorata,female,1979-08-28,Bydgoszcz,352313,Bydgoszcz,352313,Other clerical support workers,"Mountain biking,Handball,BASE jumping",85,260,In relationship,3,Mastercard
642,0,Dobrawa,female,1969-09-24,Trzebnica,13261,Trzebnica,13261,"Agricultural, forestry and fishery labourers",Crocheting,5,205,Married with kids,5,Visa
643,1,Ernestyna,female,1965-10-22,Opole,128140,Knurów,38594,Stationary plant and machine operators,"Power bike,Cardio,Weightlifting,Geocaching,Puzzles",49,165,Single,4,Mastercard
644,0,Eustachy,male,,Gorzów Wielkopolski,124295,Chrzanów,37123,Information and communications technology professionals,"Genealogy,Digital arts",26,181,Married,1,
645,0,Dominika,female,1974-11-16,Dobre Miasto,10293,Dobre Miasto,10293,"Metal, machinery and related trades workers",,81,179,In relationship,1,Visa
646,0,Bogumiła,female,1977-09-16,Gorzów Wielkopolski,124295,Gorzów Wielkopolski,124295,Health professionals,"Kettleballs,Astronomy,Mycology,Electronics",58,62,Single,5,Mastercard
647,1,Eliasz,,1996-06-10,Bolesławiec,39084,Bytom,168394,Numerical and material recording clerks,"Crossfit,Video gaming",68,217,Divorced,3,Visa
648,0,Eryka,female,,Tarnowskie Góry,61262,Tarnowskie Góry,61262,Personal care workers,"Creative writing,Skiing",39,373,In relationship,5,Visa
649,0,Halina,female,1987-09-06,Lipsko,5592,Police,32970,"Labourers in mining, construction, manufacturing and transport",tabletop games,41,4,Divorced,2,
650,0,Bolesław,male,1960-07-31,Gdańsk,464254,Kraków,767348,"Chief executives, senior officials and legislators","Surfing,Leather crafting",40,229,Married with kids,3,
651,1,Benedykta,female,1999-04-25,Łódź,690422,Kraków,767348,Information and communications technology professionals,"Weightlifting,Squash,Flower arranging,Astronomy",33,173,Married,3,
652,0,Jacek,male,1994-12-29,Chojnice,39937,Chojnice,39937,Drivers and mobile plant operators,"Stretching,Badminton",46,82,Married,2,Mastercard
653,0,Gracja,female,1975-02-19,Warszawa,1764615,Kraśnik,34821,Numerical and material recording clerks,"Bodybuilding,Fashion,Dance,Flying",13,54,Married with kids,4,Mastercard
654,0,Dominika,female,1964-11-04,Łódź,690422,Nowy Sącz,84041,General and keyboard clerks,"Crossfit,Poi",82,149,In relationship,2,Visa
655,0,Angelika,female,,Piaseczno,47660,Warszawa,1764615,Teaching professionals,"Power bike,3D printing,Lockpicking,Archery",29,201,Married with kids,3,Visa
656,0,Emanuela,female,,Jelenia Góra,80072,Jelenia Góra,80072,General and keyboard clerks,"Weightlifting,Sewing,Rappelling",68,298,In relationship,3,Visa
657,0,Edward,male,1972-10-21,Słupsk,91465,Gorzów Wielkopolski,124295,Customer services clerks,,59,287,Married with kids,,Visa
658,0,Bartłomiej,male,1983-03-22,Wrocław,638586,Wrocław,638586,"Market-oriented skilled forestry, fishery and hunting workers","Badminton,Bodybuilding,Foreign language learning",16,87,In relationship,1,Visa
659,0,Iwona,female,1952-09-13,Lębork,35413,Poznań,538633,Market-oriented skilled agricultural workers,"Foraging,BASE jumping",,137,Married with kids,1,Mastercard
660,0,Aniela,,1973-05-19,Piekary Śląskie,55652,Zgorzelec,30738,Market-oriented skilled agricultural workers,,44,45,Married with kids,3,Mastercard
661,1,Benedykta,female,1974-05-21,Rumia,48632,Rumia,48632,"Armed forces occupations, other ranks","Weightlifting,Gym,Flying,Running",83,166,In relationship,2,Mastercard
662,0,Beniamin,male,1974-05-27,Sosnowiec,204013,Sosnowiec,204013,Business and administration professionals,"Crossfit,Gym,Ice skating,Handball,Slacklining",14,103,In relationship,3,Visa
663,0,Salezy,male,1992-11-14,Łódź,690422,Łódź,690422,Non-commissioned armed forces officers,"Power bike,Slacklining",52,193,Married with kids,6,Visa
664,0,Emilian,male,1983-05-21,Pszów,14114,Lublin,339850,"Armed forces occupations, other ranks",Foraging,45,188,In relationship,4,Mastercard
665,1,Henryka,female,1983-03-23,Chorzów,109021,Chorzów,109021,"Subsistence farmers, fishers, hunters and gatherers","Crossfit,Badminton,Homebrewing,Flying,Knife making",47,172,In relationship,,
666,0,Baltazar,male,1983-06-13,Gdynia,246306,Olsztyn,173070,General and keyboard clerks,"Cabaret,Acting",94,319,,5,Mastercard
667,0,Bernardeta,female,1987-06-04,Kraków,767348,Sierpc,18148,General and keyboard clerks,"Gym,Lockpicking,Rappelling,Board sports",87,288,,4,Mastercard
668,1,Daria,female,1989-07-09,Starogard Gdański,48060,Szczecin,403883,Electrical and electronic trades workers,"Squash,Board games,Bird watching",84,241,Single,3,Visa
669,0,Emil,male,1974-09-15,Gogolin,6640,Skawina,24325,"Market-oriented skilled forestry, fishery and hunting workers","Foreign language learning,Letterboxing,Creative writing",43,383,,1,Mastercard
670,0,Iwona,female,1980-07-10,Warszawa,1764615,Warszawa,1764615,Science and engineering associate professionals,,,144,,1,Revolut
671,0,Ismena,female,,Mosina,13762,Mosina,13762,Personal service workers,,32,191,Married with kids,6,Mastercard
672,0,Egon,male,1999-05-02,Jelcz-Laskowice,15867,Kraków,767348,Food preparation assistants,"Squash,Scouting,Reading,Sudoku",93,208,In relationship,4,
673,0,Augustyna,female,1979-01-22,Ostrów Wielkopolski,72364,Sosnowiec,204013,Science and engineering associate professionals,"Badminton,Kitesurfing,Digital arts",79,149,In relationship,3,Mastercard
674,0,Aurelian,male,1953-09-06,Poznań,538633,Kraków,767348,Cleaners and helpers,"Kettleballs,Squash,Snowboarding",48,233,In relationship,,Mastercard
675,0,Ismena,female,1979-07-22,Koszalin,107670,Warszawa,1764615,Production and specialised services managers,,3,181,In relationship,2,Visa
676,0,Godfryd,male,1975-05-18,Czempiń,5296,Czempiń,5296,Science and engineering associate professionals,"Weightlifting,Bodybuilding,Magic",29,237,In relationship,3,
677,0,Bogumiła,female,1991-12-31,Bydgoszcz,352313,Bydgoszcz,352313,Business and administration professionals,"Crossfit,Taekwondo,Do it yourself,Hiking",4,118,In relationship,5,Revolut
